Account Number,Account Name,Account Type,Source Account Number,Source Account Name,As-Of Date,Mellon Security ID,Country Code,Country,Segment,Category,Sector,Industry,Security Description 1,Security Description 2,,Acct Base Currency Code,Exchange Rate,Issue Currency Code,Shares/Par,Base Cost,Local Cost,Base Price,Local Price,Base Market Value,Local Market Value,Base Net Income Receivable,Local Net Income Receivable,Base Market Value with Accrual,Coupon Rate,Maturity Date,Base Unrealized Gain/Loss,Local Unrealized Gain/Loss,Base Unrealized Currency Gain/Loss,Base Net Unrealized Gain/Loss,Percent of Total,ISIN,SEDOL,CUSIP,Ticker,CMS Account Number,Income Currency,Security Identifier,Underlying Security,Fair Value Price Level,Report Run Date and Time (EDT)
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,EXPENSE              05001,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Management Fee - Class 1,,,CAD,1.000000,CAD,1.0000,"-8,548.39","-8,548.39",0.000000,0.000000,"-8,548.39","-8,548.39",0.00,0.00,"-8,548.39",0.00,,0.00,0.00,0.00,0.00, (0.03),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,EXPENSE              05006,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Management Fee - Class 6,,,CAD,1.000000,CAD,1.0000,"-3,206.77","-3,206.77",0.000000,0.000000,"-3,206.77","-3,206.77",0.00,0.00,"-3,206.77",0.00,,0.00,0.00,0.00,0.00, (0.01),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,EXPENSE              05007,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Management Fee - Class 7,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,EXPENSE              06601,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,FUND SERIES EXPENSE - CLASS 1,,,CAD,1.000000,CAD,1.0000,"-2,514.00","-2,514.00",0.000000,0.000000,"-2,514.00","-2,514.00",0.00,0.00,"-2,514.00",0.00,,0.00,0.00,0.00,0.00, (0.01),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,EXPENSE              06606,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,FUND SERIES EXPENSE - CLASS 6,,,CAD,1.000000,CAD,1.0000,"-2,290.03","-2,290.03",0.000000,0.000000,"-2,290.03","-2,290.03",0.00,0.00,"-2,290.03",0.00,,0.00,0.00,0.00,0.00, (0.01),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,EXPENSE              06607,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,FUND SERIES EXPENSE - CLASS 7,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,EXPENSE              09001,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Expense - Class 1,,,CAD,1.000000,CAD,1.0000,"-1,438.12","-1,438.12",0.000000,0.000000,"-1,438.12","-1,438.12",0.00,0.00,"-1,438.12",0.00,,0.00,0.00,0.00,0.00, (0.00),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,EXPENSE              09006,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Expense - Class 6,,,CAD,1.000000,CAD,1.0000,-714.56,-714.56,0.000000,0.000000,-714.56,-714.56,0.00,0.00,-714.56,0.00,,0.00,0.00,0.00,0.00, (0.00),,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,EXPENSE              09007,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,HST Expense - Class 7,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,2060615,CA,CANADA,EQUITIES,UTILITIES,UTILITIES,MULTI-UTILITIES,"ATCO Limited, Class 'I'",,,CAD,1.000000,CAD,"42,400.0000","1,471,621.79","1,471,621.79",47.390000,47.390000,"2,009,336.00","2,009,336.00",0.00,0.00,"2,009,336.00",0.00,,"537,714.21","537,714.21",0.00,"537,714.21", 6.25 ,CA0467894006,2060615,046789400,ACO/X,,CAD,CA0467894006,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,2076009,CA,CANADA,EQUITIES,FINANCIALS,BANKS,BANKS,Bank of Montreal,,,CAD,1.000000,CAD,"8,000.0000","742,972.13","742,972.13",131.050000,131.050000,"1,048,400.00","1,048,400.00","12,400.00","12,400.00","1,060,800.00",0.00,,"305,427.87","305,427.87",0.00,"305,427.87", 3.30 ,CA0636711016,2076009,063671101,BMO,,CAD,CA0636711016,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,2076281,CA,CANADA,EQUITIES,FINANCIALS,BANKS,BANKS,Bank of Nova Scotia,,,CAD,1.000000,CAD,"36,600.0000","2,422,770.78","2,422,770.78",75.270000,75.270000,"2,754,882.00","2,754,882.00",0.00,0.00,"2,754,882.00",0.00,,"332,111.22","332,111.22",0.00,"332,111.22", 8.58 ,CA0641491075,2076281,064149107,BNS,,CAD,CA0641491075,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,2314000,CA,CANADA,EQUITIES,CONSUMER STAPLES,CONSUMER STAPLES DISTRIBUTION & RETAIL,CONSUMER STAPLES DISTRIBUTION & RETAIL,"Empire Company Limited, Class 'A'",,,CAD,1.000000,CAD,"46,000.0000","1,463,221.95","1,463,221.95",40.990000,40.990000,"1,885,540.00","1,885,540.00",0.00,0.00,"1,885,540.00",0.00,,"422,318.05","422,318.05",0.00,"422,318.05", 5.87 ,CA2918434077,2314000,291843407,EMP/A,,CAD,CA2918434077,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,2554475,CA,CANADA,EQUITIES,CONSUMER DISCRETIONARY,AUTOMOBILES & COMPONENTS,AUTOMOBILE COMPONENTS,Magna International Inc.,,,CAD,1.000000,CAD,"22,400.0000","1,485,801.36","1,485,801.36",61.750000,61.750000,"1,383,200.00","1,383,200.00",0.00,0.00,"1,383,200.00",0.00,,"-102,601.36","-102,601.36",0.00,"-102,601.36", 4.31 ,CA5592224011,2554475,559222401,MG,,USD,CA5592224011,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,2897222,CA,CANADA,EQUITIES,FINANCIALS,BANKS,BANKS,Toronto-Dominion Bank,,,CAD,1.000000,CAD,"38,700.0000","2,571,794.16","2,571,794.16",79.280000,79.280000,"3,068,136.00","3,068,136.00",0.00,0.00,"3,068,136.00",0.00,,"496,341.84","496,341.84",0.00,"496,341.84", 9.55 ,CA8911605092,2897222,891160509,TD,,CAD,CA8911605092,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,B3NB1P2,CA,CANADA,EQUITIES,ENERGY,ENERGY,"OIL, GAS & CONSUMABLE FUELS","Suncor Energy, Inc.",,,CAD,1.000000,CAD,"5,600.0000","258,664.98","258,664.98",54.070000,54.070000,"302,792.00","302,792.00",0.00,0.00,"302,792.00",0.00,,"44,127.02","44,127.02",0.00,"44,127.02", 0.94 ,CA8672241079,B3NB1P2,867224107,SU,,CAD,CA8672241079,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,B7T7TP8,CA,CANADA,EQUITIES,INDEX EQUIVALENTS,INDEX EQUIVALENTS,INDEX EQUIVALENTS,iShares S&P/TSX Canadian Preferred Share In,dex ETF,,CAD,1.000000,CAD,"90,000.0000","995,316.74","995,316.74",12.090000,12.090000,"1,088,100.00","1,088,100.00",0.00,0.00,"1,088,100.00",0.00,,"92,783.26","92,783.26",0.00,"92,783.26", 3.39 ,CA46431G2053,B7T7TP8,46431G205,CPD,,CAD,CA46431G2053,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,BDRJLN0,CA,CANADA,EQUITIES,MATERIALS,MATERIALS,CHEMICALS,Nutrien Limited,,,CAD,1.000000,CAD,"22,800.0000","1,626,334.69","1,626,334.69",68.000000,68.000000,"1,550,400.00","1,550,400.00",0.00,0.00,"1,550,400.00",0.00,,"-75,934.69","-75,934.69",0.00,"-75,934.69", 4.83 ,CA67077M1086,BDRJLN0,67077M108,NTR,,USD,,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,BMZMBC3,CA,CANADA,EQUITIES,ENERGY,ENERGY,"OIL, GAS & CONSUMABLE FUELS",South Bow Corp,,,CAD,1.000000,CAD,"92,240.0000","2,647,172.73","2,647,172.73",34.670000,34.670000,"3,197,960.80","3,197,960.80",0.00,0.00,"3,197,960.80",0.00,,"550,788.07","550,788.07",0.00,"550,788.07", 9.95 ,CA83671M1059,BMZMBC3,83671M105,SOBO,,CAD,,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,BQ67WG6,CA,CANADA,EQUITIES,INDEX EQUIVALENTS,INDEX EQUIVALENTS,INDEX EQUIVALENTS,Global X Active Preferred Share ETF,,,CAD,1.000000,CAD,"124,300.0000","1,022,203.46","1,022,203.46",8.860000,8.860000,"1,101,298.00","1,101,298.00",0.00,0.00,"1,101,298.00",0.00,,"79,094.54","79,094.54",0.00,"79,094.54", 3.43 ,CA37892R1038,BQ67WG6,37892R103,HPR,,CAD,,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,BYNB3G4,CA,CANADA,EQUITIES,INDEX EQUIVALENTS,INDEX EQUIVALENTS,INDEX EQUIVALENTS,BMO Laddered Preferred Share Index ETF,,,CAD,1.000000,CAD,"105,200.0000","896,572.55","896,572.55",10.370000,10.370000,"1,090,924.00","1,090,924.00",0.00,0.00,"1,090,924.00",0.00,,"194,351.45","194,351.45",0.00,"194,351.45", 3.40 ,CA05581T1021,BYNB3G4,05581T102,ZPR,,CAD,,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,1350Z7CU6            00002,CA,CANADA,SHORT TERM,FEDERAL,TREASURY BILLS,TREASURY BILLS,Canadian Treasury Bill,,,CAD,1.000000,CAD,"3,700,000.0000","3,694,746.00","3,694,746.00",99.908714,99.908714,"3,696,622.43","3,696,622.43",0.00,0.00,"3,696,622.43",0.00,11/21/2024,0.00,0.00,0.00,0.00, 11.51 ,CA1350Z7CU68,BRXJ9D8,1350Z7CU6,,,CAD,,,2,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,BW9P816,HK,HONG KONG,EQUITIES,INDUSTRIALS,CAPITAL GOODS,CAPITAL GOODS,CK Hutchison Holdings Limited,,,CAD,5.584129,HKD,"79,000.0000","670,173.06","4,136,736.83",7.315375,40.850000,"577,914.63","3,227,150.00",0.00,0.00,"577,914.63",0.00,,"-162,887.85","-909,586.83","70,629.42","-92,258.43", 1.80 ,KYG217651051,BW9P816,G21765105,1,,HKD,,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,USD,US,UNITED STATES,CURRENCY,FOREIGN CASH,FOREIGN CASH,FOREIGN CASH,United States Dollar,,,CAD,0.718133,USD,-0.5300,-0.74,-0.53,0.718133,0.718133,-0.74,-0.53,0.00,0.00,-0.74,0.00,,0.00,0.00,0.00,0.00, (0.00),,,,,,USD,,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,00206R102,US,UNITED STATES,EQUITIES,COMMUNICATION SERVICES,TELECOMMUNICATION SERVICES,DIVERSIFIED TELECOMMUNICATION SERVICES,AT&T Inc.,,,CAD,0.718133,USD,"78,700.0000","1,758,325.58","1,285,964.23",31.066675,22.310000,"2,444,947.32","1,755,797.00",0.00,0.00,"2,444,947.32",0.00,,"654,242.13","469,832.77","32,379.61","686,621.74", 7.61 ,US00206R1023,2831811,00206R102,T,,USD,US00206R1023,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,036752103,US,UNITED STATES,EQUITIES,HEALTH CARE,HEALTH CARE EQUIPMENT & SERVICES,HEALTH CARE PROVIDERS & SERVICES,Elevance Health Inc.,,,CAD,0.718133,USD,"1,400.0000","805,563.25","578,854.78",592.355575,425.390000,"829,297.81","595,546.00",0.00,0.00,"829,297.81",0.00,,"23,242.53","16,691.22",492.03,"23,734.56", 2.58 ,US0367521038,BSPHGL4,036752103,ELV,,USD,US0367521038,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,126650100,US,UNITED STATES,EQUITIES,HEALTH CARE,HEALTH CARE EQUIPMENT & SERVICES,HEALTH CARE PROVIDERS & SERVICES,CVS Health Corporation,,,CAD,0.718133,USD,"14,200.0000","1,317,128.33","953,887.84",77.715425,55.810000,"1,103,559.04","792,502.00",0.00,0.00,"1,103,559.04",0.00,,"-224,729.78","-161,385.84","11,160.49","-213,569.29", 3.44 ,US1266501006,2577609,126650100,CVS,,USD,US1266501006,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,172967424,US,UNITED STATES,EQUITIES,FINANCIALS,BANKS,BANKS,Citigroup Inc.,,,CAD,0.718133,USD,"13,400.0000","876,388.62","676,708.05",97.196500,69.800000,"1,302,433.10","935,320.00","11,930.94","8,568.00","1,314,364.04",0.00,,"360,117.14","258,611.95","65,927.34","426,044.48", 4.09 ,US1729674242,2297907,172967424,C,,USD,US1729674242,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,92343V104,US,UNITED STATES,EQUITIES,COMMUNICATION SERVICES,TELECOMMUNICATION SERVICES,DIVERSIFIED TELECOMMUNICATION SERVICES,Verizon Communications Inc.,,,CAD,0.718133,USD,"33,500.0000","1,560,359.41","1,148,015.60",56.312700,40.440000,"1,886,475.45","1,354,740.00",0.00,0.00,"1,886,475.45",0.00,,"287,863.73","206,724.40","38,252.31","326,116.04", 5.87 ,US92343V1044,2090571,92343V104,VZ,,USD,US92343V1044,,1,11/11/2024 06:36:33 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,CAPREC,,,,,,,CAPITAL SHARES RECEIVABLE,,,CAD,, ,,235.00,235.00,,,235.00,235.00,,,235.00,,,,,,, 0.00 ,,,,,, ,,,,11/11/2024 06:36:32 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,CAPPAY,,,,,,,CAPITAL SHARES PAYABLE,,,CAD,, ,,"-28,440.09","-28,440.09",,,"-28,440.09","-28,440.09",,,"-28,440.09",,,,,,, (0.09),,,,,, ,,,,11/11/2024 06:36:32 PM 
23100300,PORT CDN BAL,V,23100300,PORT CDN BAL,11/11/2024,UNRLFC,,,,,,,UNREALIZED LOSS ON FORWARD CONTRACTS,,,CAD,, ,,"-228,861.01","-228,861.01",,,"-228,861.01","-228,861.01",,,"-228,861.01",,,,,,, (0.71),,,,,, ,,,,11/11/2024 06:36:32 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,BF7M092,AU,AUSTRALIA,EQUITIES,HEALTH CARE,"PHARMACEUTICALS, BIOTECHNOLOGY & LIFE SCIENCES",BIOTECHNOLOGY,Telix Pharmaceuticals Ltd.,,,CAD,1.092632,AUD,"857,088.0000","2,534,695.20","2,662,177.22",21.361257,23.340000,"18,308,477.27","20,004,433.92",0.00,0.00,"18,308,477.27",0.00,,"15,871,996.87","17,342,256.70","-98,214.80","15,773,782.07", 33.73 ,AU000000TLX2,BF7M092,Q8973A105,TLX,,AUD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,BMCHJF0,AU,AUSTRALIA,EQUITIES,CONSUMER DISCRETIONARY,CONSUMER DISCRETIONARY,CONSUMER DISCRETIONARY,Clarity Pharmaceuticals Ltd,,,CAD,1.092632,AUD,"696,500.0000","4,079,155.81","4,423,700.45",6.845853,7.480000,"4,768,136.48","5,209,820.00",0.00,0.00,"4,768,136.48",0.00,,"719,473.10","786,119.55","-30,492.43","688,980.67", 8.78 ,AU0000165375,BMCHJF0,Q2517S102,CU6,,AUD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,INTEXPCAD,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,INTEREST EXPENSE,,,CAD,1.000000,CAD,0.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.06,0.06,0.06,0.00,,0.00,0.00,0.00,0.00, 0.00 ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,CAD,CA,CANADA,CASH,BASE CASH,BASE CASH,BASE CASH,Canadian Dollar,,,CAD,1.000000,CAD,"127,255.8500","127,255.85","127,255.85",1.000000,1.000000,"127,255.85","127,255.85",0.00,0.00,"127,255.85",0.00,,0.00,0.00,0.00,0.00, 0.23 ,,,,,,CAD,,,1,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              01150,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,Alternative Minimum Tax,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              03152,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,MGMT Fee Rebate 2 - Class 2,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              03156,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,MGMT Fee Rebate 2 - Class 6,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
23100600,PORT 15OF15 ALT FD,V,23100600,PORT 15OF15 ALT FD,11/11/2024,EXPENSE              03252,CA,CANADA,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,CONVERSION SECURITY SEGMENT,MGMT FEE REBATE DISTRIBUTION - CLASS 2,,,CAD,1.000000,CAD,1.0000,0.00,0.00,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00, -   ,,,,,,CAD,,,,11/11/2024 06:36:33 PM 
